dept_id,sale_date,wm_yr_wk,weekday,store_id,state_id,cat_id,event_name_1,event_type_1,event_name_2,event_type_2,snap_TX,total_units_sold,total_revenue,average_selling_price
HOUSEHOLD_1,2014-11-13,11441,Thursday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,591,2027.52,3.43
FOODS_1,2014-11-13,11441,Thursday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,1,234,704.43,3.01
HOUSEHOLD_1,2014-11-13,11441,Thursday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,473,1629.90,3.45
FOODS_1,2014-11-14,11441,Friday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,220,732.26,3.33
HOUSEHOLD_1,2014-11-14,11441,Friday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,526,1848.52,3.51
FOODS_1,2014-11-14,11441,Friday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,224,645.12,2.88
HOUSEHOLD_1,2014-11-14,11441,Friday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,572,1999.15,3.50
FOODS_1,2014-11-14,11441,Friday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,298,854.72,2.87
HOUSEHOLD_1,2014-11-14,11441,Friday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,549,1921.64,3.50
FOODS_1,2014-11-15,11442,Saturday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,1,225,609.48,2.71
HOUSEHOLD_1,2014-11-15,11442,Saturday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,854,3133.17,3.67
FOODS_1,2014-11-15,11442,Saturday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,1,276,788.61,2.86
HOUSEHOLD_1,2014-11-15,11442,Saturday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,737,2690.80,3.65
FOODS_1,2014-11-15,11442,Saturday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,1,283,848.54,3.00
HOUSEHOLD_1,2014-11-15,11442,Saturday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,700,2649.83,3.79
FOODS_1,2014-11-16,11442,Sunday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,211,661.75,3.14
HOUSEHOLD_1,2014-11-16,11442,Sunday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,795,3052.48,3.84
FOODS_1,2014-11-16,11442,Sunday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,264,689.70,2.61
HOUSEHOLD_1,2014-11-16,11442,Sunday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,820,3295.85,4.02
FOODS_1,2014-11-16,11442,Sunday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,256,711.89,2.78
HOUSEHOLD_1,2014-11-16,11442,Sunday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,785,3178.56,4.05
FOODS_1,2014-11-17,11442,Monday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,178,492.80,2.77
HOUSEHOLD_1,2014-11-17,11442,Monday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,480,1880.54,3.92
FOODS_1,2014-11-17,11442,Monday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,208,558.39,2.68
HOUSEHOLD_1,2014-11-17,11442,Monday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,563,2009.04,3.57
FOODS_1,2014-11-17,11442,Monday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,220,786.05,3.57
HOUSEHOLD_1,2014-11-17,11442,Monday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,654,2628.33,4.02
FOODS_1,2014-11-18,11442,Tuesday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,193,549.86,2.85
HOUSEHOLD_1,2014-11-18,11442,Tuesday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,548,2087.82,3.81
FOODS_1,2014-11-18,11442,Tuesday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,221,573.73,2.60
HOUSEHOLD_1,2014-11-18,11442,Tuesday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,411,1621.48,3.95
FOODS_1,2014-11-18,11442,Tuesday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,226,761.20,3.37
HOUSEHOLD_1,2014-11-18,11442,Tuesday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,476,1766.75,3.71
FOODS_1,2014-11-19,11442,Wednesday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,247,723.79,2.93
HOUSEHOLD_1,2014-11-19,11442,Wednesday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,479,1708.30,3.57
FOODS_1,2014-11-19,11442,Wednesday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,288,667.24,2.32
HOUSEHOLD_1,2014-11-19,11442,Wednesday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,473,1924.73,4.07
FOODS_1,2014-11-19,11442,Wednesday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,198,685.91,3.46
HOUSEHOLD_1,2014-11-19,11442,Wednesday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,545,2223.42,4.08
FOODS_1,2014-11-20,11442,Thursday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,131,444.57,3.39
HOUSEHOLD_1,2014-11-20,11442,Thursday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,490,1901.66,3.88
FOODS_1,2014-11-20,11442,Thursday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,245,617.93,2.52
HOUSEHOLD_1,2014-11-20,11442,Thursday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,490,1568.88,3.20
FOODS_1,2014-11-20,11442,Thursday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,195,728.84,3.74
HOUSEHOLD_1,2014-11-20,11442,Thursday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,565,2148.21,3.80
FOODS_1,2014-11-21,11442,Friday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,151,464.59,3.08
HOUSEHOLD_1,2014-11-21,11442,Friday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,543,1964.32,3.62
FOODS_1,2014-11-21,11442,Friday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,245,702.45,2.87
HOUSEHOLD_1,2014-11-21,11442,Friday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,605,2298.15,3.80
FOODS_1,2014-11-21,11442,Friday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,275,945.02,3.44
HOUSEHOLD_1,2014-11-21,11442,Friday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,674,2498.77,3.71
FOODS_1,2014-11-22,11443,Saturday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,191,512.10,2.68
HOUSEHOLD_1,2014-11-22,11443,Saturday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,841,3264.53,3.88
FOODS_1,2014-11-22,11443,Saturday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,268,707.55,2.64
HOUSEHOLD_1,2014-11-22,11443,Saturday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,878,3156.68,3.60
FOODS_1,2014-11-22,11443,Saturday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,341,979.58,2.87
HOUSEHOLD_1,2014-11-22,11443,Saturday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,749,2925.15,3.91
FOODS_1,2014-11-23,11443,Sunday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,157,466.77,2.97
HOUSEHOLD_1,2014-11-23,11443,Sunday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,846,3293.95,3.89
FOODS_1,2014-11-23,11443,Sunday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,231,651.33,2.82
HOUSEHOLD_1,2014-11-23,11443,Sunday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,709,2939.58,4.15
FOODS_1,2014-11-23,11443,Sunday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,291,833.92,2.87
HOUSEHOLD_1,2014-11-23,11443,Sunday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,914,3508.95,3.84
FOODS_1,2014-11-24,11443,Monday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,200,566.74,2.83
HOUSEHOLD_1,2014-11-24,11443,Monday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,558,2174.45,3.90
FOODS_1,2014-11-24,11443,Monday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,258,624.28,2.42
HOUSEHOLD_1,2014-11-24,11443,Monday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,622,2319.10,3.73
FOODS_1,2014-11-24,11443,Monday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,261,752.95,2.88
HOUSEHOLD_1,2014-11-24,11443,Monday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,750,2747.64,3.66
FOODS_1,2014-11-25,11443,Tuesday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,164,449.49,2.74
HOUSEHOLD_1,2014-11-25,11443,Tuesday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,549,1989.03,3.62
FOODS_1,2014-11-25,11443,Tuesday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,280,639.79,2.29
HOUSEHOLD_1,2014-11-25,11443,Tuesday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,540,2104.33,3.90
FOODS_1,2014-11-25,11443,Tuesday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,258,848.81,3.29
HOUSEHOLD_1,2014-11-25,11443,Tuesday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,652,2416.38,3.71
FOODS_1,2014-11-26,11443,Wednesday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,180,569.99,3.17
HOUSEHOLD_1,2014-11-26,11443,Wednesday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,625,2331.15,3.73
FOODS_1,2014-11-26,11443,Wednesday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,299,733.34,2.45
HOUSEHOLD_1,2014-11-26,11443,Wednesday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,638,2519.67,3.95
FOODS_1,2014-11-26,11443,Wednesday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,310,876.69,2.83
HOUSEHOLD_1,2014-11-26,11443,Wednesday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,652,2385.28,3.66
FOODS_1,2014-11-27,11443,Thursday,TX_1,TX,FOODS,Thanksgiving,National,NULL,NULL,0,179,549.65,3.07
HOUSEHOLD_1,2014-11-27,11443,Thursday,TX_1,TX,HOUSEHOLD,Thanksgiving,National,NULL,NULL,0,502,1894.16,3.77
FOODS_1,2014-11-27,11443,Thursday,TX_2,TX,FOODS,Thanksgiving,National,NULL,NULL,0,235,614.25,2.61
HOUSEHOLD_1,2014-11-27,11443,Thursday,TX_2,TX,HOUSEHOLD,Thanksgiving,National,NULL,NULL,0,392,1448.66,3.70
FOODS_1,2014-11-27,11443,Thursday,TX_3,TX,FOODS,Thanksgiving,National,NULL,NULL,0,167,444.90,2.66
HOUSEHOLD_1,2014-11-27,11443,Thursday,TX_3,TX,HOUSEHOLD,Thanksgiving,National,NULL,NULL,0,236,771.32,3.27
FOODS_1,2014-11-28,11443,Friday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,261,743.49,2.85
HOUSEHOLD_1,2014-11-28,11443,Friday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,510,2070.42,4.06
FOODS_1,2014-11-28,11443,Friday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,308,764.04,2.48
HOUSEHOLD_1,2014-11-28,11443,Friday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,460,1738.19,3.78
FOODS_1,2014-11-28,11443,Friday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,243,718.72,2.96
HOUSEHOLD_1,2014-11-28,11443,Friday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,614,2299.05,3.74
FOODS_1,2014-11-29,11444,Saturday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,230,605.53,2.63
HOUSEHOLD_1,2014-11-29,11444,Saturday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,649,2557.77,3.94
FOODS_1,2014-11-29,11444,Saturday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,216,423.30,1.96
HOUSEHOLD_1,2014-11-29,11444,Saturday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,608,2450.02,4.03
FOODS_1,2014-11-29,11444,Saturday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,240,734.84,3.06
HOUSEHOLD_1,2014-11-29,11444,Saturday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,711,2698.31,3.80
FOODS_1,2014-11-30,11444,Sunday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,247,669.19,2.71
HOUSEHOLD_1,2014-11-30,11444,Sunday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,688,2684.45,3.90
FOODS_1,2014-11-30,11444,Sunday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,212,469.28,2.21
HOUSEHOLD_1,2014-11-30,11444,Sunday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,656,2583.45,3.94
FOODS_1,2014-11-30,11444,Sunday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,198,609.00,3.08
HOUSEHOLD_1,2014-11-30,11444,Sunday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,754,2891.74,3.84
FOODS_1,2014-12-01,11444,Monday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,1,205,551.80,2.69
HOUSEHOLD_1,2014-12-01,11444,Monday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,582,2105.30,3.62
FOODS_1,2014-12-01,11444,Monday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,1,237,518.13,2.19
HOUSEHOLD_1,2014-12-01,11444,Monday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,598,2119.76,3.54
FOODS_1,2014-12-01,11444,Monday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,1,293,932.50,3.18
HOUSEHOLD_1,2014-12-01,11444,Monday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,685,2431.91,3.55
FOODS_1,2014-12-02,11444,Tuesday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,182,469.53,2.58
HOUSEHOLD_1,2014-12-02,11444,Tuesday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,507,1944.99,3.84
FOODS_1,2014-12-02,11444,Tuesday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,222,600.66,2.71
HOUSEHOLD_1,2014-12-02,11444,Tuesday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,496,1825.07,3.68
FOODS_1,2014-12-02,11444,Tuesday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,304,880.24,2.90
HOUSEHOLD_1,2014-12-02,11444,Tuesday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,618,2343.11,3.79
FOODS_1,2014-12-03,11444,Wednesday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,1,228,589.55,2.59
HOUSEHOLD_1,2014-12-03,11444,Wednesday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,584,2262.54,3.87
FOODS_1,2014-12-03,11444,Wednesday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,1,272,687.17,2.53
HOUSEHOLD_1,2014-12-03,11444,Wednesday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,537,1895.24,3.53
FOODS_1,2014-12-03,11444,Wednesday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,1,294,837.22,2.85
HOUSEHOLD_1,2014-12-03,11444,Wednesday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,606,2164.69,3.57
FOODS_1,2014-12-04,11444,Thursday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,200,497.20,2.49
HOUSEHOLD_1,2014-12-04,11444,Thursday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,563,1974.19,3.51
FOODS_1,2014-12-04,11444,Thursday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,324,939.38,2.90
HOUSEHOLD_1,2014-12-04,11444,Thursday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,502,1770.18,3.53
FOODS_1,2014-12-04,11444,Thursday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,169,592.37,3.51
HOUSEHOLD_1,2014-12-04,11444,Thursday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,580,1907.01,3.29
FOODS_1,2014-12-05,11444,Friday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,1,247,686.33,2.78
HOUSEHOLD_1,2014-12-05,11444,Friday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,668,2601.06,3.89
FOODS_1,2014-12-05,11444,Friday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,1,267,746.76,2.80
HOUSEHOLD_1,2014-12-05,11444,Friday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,619,1993.20,3.22
FOODS_1,2014-12-05,11444,Friday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,1,313,867.47,2.77
HOUSEHOLD_1,2014-12-05,11444,Friday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,765,2872.25,3.75
FOODS_1,2014-12-06,11445,Saturday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,1,312,840.17,2.69
HOUSEHOLD_1,2014-12-06,11445,Saturday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,776,2856.27,3.68
FOODS_1,2014-12-06,11445,Saturday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,1,271,730.95,2.70
HOUSEHOLD_1,2014-12-06,11445,Saturday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,714,2789.25,3.91
FOODS_1,2014-12-06,11445,Saturday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,1,287,763.94,2.66
HOUSEHOLD_1,2014-12-06,11445,Saturday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,906,3206.31,3.54
FOODS_1,2014-12-07,11445,Sunday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,1,268,784.33,2.93
HOUSEHOLD_1,2014-12-07,11445,Sunday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,848,2979.52,3.51
FOODS_1,2014-12-07,11445,Sunday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,1,231,746.66,3.23
HOUSEHOLD_1,2014-12-07,11445,Sunday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,664,2564.73,3.86
FOODS_1,2014-12-07,11445,Sunday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,1,255,687.15,2.69
HOUSEHOLD_1,2014-12-07,11445,Sunday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,763,2915.93,3.82
FOODS_1,2014-12-08,11445,Monday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,179,472.82,2.64
HOUSEHOLD_1,2014-12-08,11445,Monday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,568,1955.83,3.44
FOODS_1,2014-12-08,11445,Monday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,245,691.39,2.82
HOUSEHOLD_1,2014-12-08,11445,Monday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,550,2345.79,4.27
FOODS_1,2014-12-08,11445,Monday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,212,635.58,3.00
HOUSEHOLD_1,2014-12-08,11445,Monday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,637,2155.69,3.38
FOODS_1,2014-12-09,11445,Tuesday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,1,204,537.49,2.63
HOUSEHOLD_1,2014-12-09,11445,Tuesday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,470,1770.11,3.77
FOODS_1,2014-12-09,11445,Tuesday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,1,190,614.86,3.24
HOUSEHOLD_1,2014-12-09,11445,Tuesday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,496,1774.22,3.58
FOODS_1,2014-12-09,11445,Tuesday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,1,271,785.34,2.90
HOUSEHOLD_1,2014-12-09,11445,Tuesday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,555,2053.54,3.70
FOODS_1,2014-12-10,11445,Wednesday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,198,610.94,3.09
HOUSEHOLD_1,2014-12-10,11445,Wednesday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,538,2077.60,3.86
FOODS_1,2014-12-10,11445,Wednesday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,247,633.69,2.57
HOUSEHOLD_1,2014-12-10,11445,Wednesday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,508,1821.27,3.59
FOODS_1,2014-12-10,11445,Wednesday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,320,876.64,2.74
HOUSEHOLD_1,2014-12-10,11445,Wednesday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,514,1766.04,3.44
FOODS_1,2014-12-11,11445,Thursday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,1,196,612.82,3.13
HOUSEHOLD_1,2014-12-11,11445,Thursday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,456,1692.34,3.71
FOODS_1,2014-12-11,11445,Thursday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,1,279,736.99,2.64
HOUSEHOLD_1,2014-12-11,11445,Thursday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,504,1883.84,3.74
FOODS_1,2014-12-11,11445,Thursday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,1,311,920.39,2.96
HOUSEHOLD_1,2014-12-11,11445,Thursday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,519,1951.91,3.76
FOODS_1,2014-12-12,11445,Friday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,1,206,663.14,3.22
HOUSEHOLD_1,2014-12-12,11445,Friday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,611,2093.21,3.43
FOODS_1,2014-12-12,11445,Friday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,1,331,862.56,2.61
HOUSEHOLD_1,2014-12-12,11445,Friday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,609,2188.22,3.59
FOODS_1,2014-12-12,11445,Friday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,1,296,961.31,3.25
HOUSEHOLD_1,2014-12-12,11445,Friday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,633,2305.45,3.64
FOODS_1,2014-12-13,11446,Saturday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,1,257,750.23,2.92
HOUSEHOLD_1,2014-12-13,11446,Saturday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,713,2644.81,3.71
FOODS_1,2014-12-13,11446,Saturday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,1,388,931.09,2.40
HOUSEHOLD_1,2014-12-13,11446,Saturday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,718,2694.94,3.75
FOODS_1,2014-12-13,11446,Saturday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,1,378,1037.77,2.75
HOUSEHOLD_1,2014-12-13,11446,Saturday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,786,2902.74,3.69
FOODS_1,2014-12-14,11446,Sunday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,256,720.11,2.81
HOUSEHOLD_1,2014-12-14,11446,Sunday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,763,3107.22,4.07
FOODS_1,2014-12-14,11446,Sunday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,437,1228.04,2.81
HOUSEHOLD_1,2014-12-14,11446,Sunday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,767,2822.64,3.68
FOODS_1,2014-12-14,11446,Sunday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,315,988.41,3.14
HOUSEHOLD_1,2014-12-14,11446,Sunday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,812,2999.54,3.69
FOODS_1,2014-12-15,11446,Monday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,1,190,441.75,2.33
HOUSEHOLD_1,2014-12-15,11446,Monday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,650,2402.68,3.70
FOODS_1,2014-12-15,11446,Monday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,1,358,871.87,2.44
HOUSEHOLD_1,2014-12-15,11446,Monday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,624,2269.77,3.64
FOODS_1,2014-12-15,11446,Monday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,1,372,1105.62,2.97
HOUSEHOLD_1,2014-12-15,11446,Monday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,1,734,2692.78,3.67
FOODS_1,2014-12-16,11446,Tuesday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,233,700.82,3.01
HOUSEHOLD_1,2014-12-16,11446,Tuesday,TX_1,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,632,2182.69,3.45
FOODS_1,2014-12-16,11446,Tuesday,TX_2,TX,FOODS,NULL,NULL,NULL,NULL,0,351,876.03,2.50
HOUSEHOLD_1,2014-12-16,11446,Tuesday,TX_2,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,479,1730.78,3.61
FOODS_1,2014-12-16,11446,Tuesday,TX_3,TX,FOODS,NULL,NULL,NULL,NULL,0,367,1158.78,3.16
HOUSEHOLD_1,2014-12-16,11446,Tuesday,TX_3,TX,HOUSEHOLD,NULL,NULL,NULL,NULL,0,628,2228.31,3.55
FOODS_1,2014-12-17,11446,Wednesday,TX_1,TX,FOODS,NULL,NULL,NULL,NULL,0,273,806.79,2.96
